issuer_name;seller_name;seller_org_id;dept_name;seller_dept_id;payment_channel;tyyp;tehinguid;summas;price_add_sum;fee_sum;a_date;buyer_channel;piirkond;liiniomanik
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;3;110;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;32;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;26;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;32;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;32;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;9;236;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;2;22;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;3;171;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;32;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;3;211;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;6;122;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;32;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;6;136;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;60;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;13;130;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;10;320;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;32;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;2;61;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;12;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;2;36;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Reisitasu OÜ;5122;Reisitasu OÜ;5122;C;pilet;2;22;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;C;pilet;-1;-32;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;PP;pilet;-2;-61;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Mugav Maksekeskus OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;PPE;pilet;-6;-220;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Reisiabi Partner OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;100;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Sõidukaardi Keskus OÜ;Reisiabi Partner OÜ;2514;Reisiabi Partner OÜ;2514;C;rahalaadimine;1;10;0;0;2026-4;Driver sales;Piirkond 5;Liiniomanik 5
Sõidukaardi Keskus OÜ;Reisiabi Partner OÜ;2514;Reisiabi Partner OÜ;2514;E;rahalaadimine;3;30;0;0;2026-4;Driver sales;Piirkond 6;Liiniomanik 6
Terminal Teenused OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;3;73;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Terminal Teenused OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;2;30;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Terminal Teenused OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;2;30;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Terminal Teenused OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;7;173;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Terminal Teenused OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;3;73;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Terminal Teenused OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;2;30;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Terminal Teenused OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;1;100;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Terminal Teenused OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;20;300;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Terminal Teenused OÜ;Sõidupunkt Partner OÜ;5896;Sõidupunkt Partner OÜ;5896;C;pilet;1;100;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Terminal Teenused OÜ;Kaardilahendus OÜ;9681;Kaardilahendus OÜ;9681;C;pilet;1;23;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Terminal Teenused OÜ;Kaardilahendus OÜ;9681;Kaardilahendus OÜ;9681;E;pilet;3;123;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Terminal Teenused OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;20;300;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Terminal Teenused OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;11;273;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Terminal Teenused OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;30;732,3;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Terminal Teenused OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;16;100;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Terminal Teenused OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;33;7,3;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Terminal Teenused OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;13;1037,3;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Terminal Teenused OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;10;232,3;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Terminal Teenused OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;11;273;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Terminal Teenused OÜ;Lõunakaardi Teenused OÜ;2180;Lõunakaardi Teenused OÜ;2180;E;pilet;6;130;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Terminal Teenused OÜ;Lõunakaardi Teenused OÜ;2180;Lõunakaardi Teenused OÜ;2180;C;pilet;9;200;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Terminal Teenused OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;C;pilet;-1;-23;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Terminal Teenused OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;PPE;pilet;-11;-273;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Terminal Teenused OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;PP;pilet;-2;-30;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Sõidukaardi Keskus OÜ;Maakonnakaart OÜ;2906;Maakonnakaart OÜ;2906;C;kaardimyyk;1;3;0;0;2026-4;Driver sales;Piirkond 5;Liiniomanik 5
Agent A OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;E;pilet;2;30;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Agent A OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;E;pilet;1;100;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Agent A OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;23;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Lõuna Müügivõrk OÜ;Lõunakaardi Teenused OÜ;2180;Lõunakaardi Teenused OÜ;2180;E;pilet;1;20;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Põhja Teenused OÜ;Põhja Teenused OÜ;5725;Põhja Teenused OÜ;5725;C;pilet;1;0;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Põhja Teenused OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;E;pilet;7;173;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Põhja Teenused OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;23;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Sõidukaardi Keskus OÜ;Reisivõrk OÜ;1173;Reisivõrk OÜ;1173;C;kaardimyyk;21;72;0;0;2026-4;Driver sales;Piirkond 11;Liiniomanik 11
Sõidukaardi Keskus OÜ;Tasupunkt OÜ;953;Tasupunkt OÜ;953;E;kaardimyyk;12;36;0;0;2026-4;Driver sales;Piirkond 11;Liiniomanik 11
Sõidukaardi Keskus OÜ;Tasupunkt OÜ;953;Tasupunkt OÜ;953;C;kaardimyyk;16;1;0;0;2026-4;Driver sales;Piirkond 12;Liiniomanik 12
Sõidukaardi Keskus OÜ;Arvepartner OÜ;4046;Arvepartner OÜ;4046;C;kaardimyyk;11;33;0;0;2026-4;Driver sales;Piirkond 13;Liiniomanik 13
Sõidukaardi Keskus OÜ;Arvepartner OÜ;4046;Arvepartner OÜ;4046;E;kaardimyyk;1;3;0;0;2026-4;Driver sales;Piirkond 14;Liiniomanik 14
Kaardipartner OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;1;100;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Kaardipartner OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;22;330;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Kaardipartner OÜ;Lõunakaardi Teenused OÜ;2180;Lõunakaardi Teenused OÜ;2180;C;pilet;10;230;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Kaardipartner OÜ;Lõunakaardi Teenused OÜ;2180;Lõunakaardi Teenused OÜ;2180;E;pilet;2;223;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Keskuse Piletid OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;10;122;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Keskuse Piletid OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;7;130;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Keskuse Piletid OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;13;122;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Keskuse Piletid OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;3;3;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Keskuse Piletid OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;66;27;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Keskuse Piletid OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;223;1330;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Keskuse Piletid OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;136;2363;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Keskuse Piletid OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;201;222;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Keskuse Piletid OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;30;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Keskuse Piletid OÜ;Sõidukaardi Keskus OÜ;7474;Sõidukaardi Keskus OÜ;7474;I;pilet;1;30;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Keskuse Piletid OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;10;112;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Keskuse Piletid OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;36;331;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Keskuse Piletid OÜ;Lõunakaardi Teenused OÜ;2180;Lõunakaardi Teenused OÜ;2180;C;pilet;3;71;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Keskuse Piletid OÜ;Lõunakaardi Teenused OÜ;2180;Lõunakaardi Teenused OÜ;2180;E;pilet;2;22;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Keskuse Piletid OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;PPE;pilet;-2;-20;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Sõidukaardi Keskus OÜ;Kiire Kaart OÜ;5122;Kiire Kaart OÜ;5122;C;pilet;-2;-1;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Sadama Müügipunkt OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;1;20;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Sadama Müügipunkt OÜ;Sõidupunkt Partner OÜ;5896;Sõidupunkt Partner OÜ;5896;C;pilet;2;10;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Sadama Müügipunkt OÜ;Kaardilahendus OÜ;9681;Kaardilahendus OÜ;9681;E;pilet;9;121;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Sadama Müügipunkt OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;33;332;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Sadama Müügipunkt OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;31;630;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Sadama Müügipunkt OÜ;Sõidukaardi Keskus OÜ;7474;Sõidukaardi Keskus OÜ;7474;I;pilet;21;10;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;71;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Mugav Maksekeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;E;pilet;1;71;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Sõidukaardi Keskus OÜ;Kiire Kaart OÜ;5032;Kiire Kaart OÜ;5032;C;rahalaadimine;1;10;0;0;2026-4;Driver sales;Piirkond 7;Liiniomanik 7
Sõidukaardi Keskus OÜ;Liinikeskus OÜ;1322;Liinikeskus OÜ;1322;C;rahalaadimine;17;130;0;0;2026-4;Driver sales;Piirkond 7;Liiniomanik 7
Sõidukaardi Keskus OÜ;Piletirida OÜ;4218;Piletirida OÜ;4218;C;kaardimyyk;9;21;0;0;2026-4;Driver sales;Piirkond 8;Liiniomanik 8
Sõidukaardi Keskus OÜ;Piletirida OÜ;4218;Piletirida OÜ;4218;C;rahalaadimine;101;1133;0;0;2026-4;Driver sales;Piirkond 9;Liiniomanik 9
Mugav Maksekeskus OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;PPE;pilet;-1;-1;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Arvelduskeskus OÜ;1222;Arvelduskeskus OÜ;1222;PPE;pilet;7;272,6;0;0;2026-4;Web;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;PPE;pilet;-2;-1,6;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ Harjumaa;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;3;111;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ Harjumaa;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;1;1;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Mugav Maksekeskus OÜ Harjumaa;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;26;121;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Mugav Maksekeskus OÜ Harjumaa;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;1;1;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Mugav Maksekeskus OÜ Harjumaa;Sõidupunkt Partner OÜ;5896;Sõidupunkt Partner OÜ;5896;C;pilet;0;0;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Mugav Maksekeskus OÜ Harjumaa;Kaardilahendus OÜ;9681;Kaardilahendus OÜ;9681;E;pilet;1;1;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Mugav Maksekeskus OÜ Harjumaa;Kaardilahendus OÜ;9681;Kaardilahendus OÜ;9681;E;pilet;3;210;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ Harjumaa;Kaardilahendus OÜ;9681;Kaardilahendus OÜ;9681;C;pilet;1;1;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;11;313,6;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;6;2;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;1;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;10;10;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;20;260;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;122;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;122;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;3;111;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;1;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;2;132;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;6;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;2;26;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;1;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;2;132;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Mugav Maksekeskus OÜ Harjumaa;Sõidukaardi Keskus OÜ;7474;Sõidukaardi Keskus OÜ;7474;I;pilet;3;111;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Mugav Maksekeskus OÜ Harjumaa;Sõidukaardi Keskus OÜ;7474;Sõidukaardi Keskus OÜ;7474;C;pilet;1;1;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ Harjumaa;Sõidukaardi Keskus OÜ;7474;Sõidukaardi Keskus OÜ;7474;E;pilet;1;1;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ Harjumaa;Müügiruut OÜ;3574;Müügiruut OÜ;3574;C;pilet;1;1;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ Harjumaa;Müügiruut OÜ;3574;Müügiruut OÜ;3574;E;pilet;1;33,6;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ Harjumaa;Müügiruut OÜ;3574;Müügiruut OÜ;3574;E;pilet;1;1;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Mugav Maksekeskus OÜ Harjumaa;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;1;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Mugav Maksekeskus OÜ Harjumaa;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;3;111;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Mugav Maksekeskus OÜ Harjumaa;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;2;26;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Mugav Maksekeskus OÜ Harjumaa;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;1;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Mugav Maksekeskus OÜ Harjumaa;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;1;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ Harjumaa;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;1;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ Harjumaa;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;3;111;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Mugav Maksekeskus OÜ Harjumaa;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;0;0;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Mugav Maksekeskus OÜ Harjumaa;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;2;26;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ Harjumaa;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;2;26;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ Harjumaa;Reisitasu OÜ;5122;Reisitasu OÜ;5122;E;pilet;2;26;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Arvelduskeskus OÜ;1222;Arvelduskeskus OÜ;1222;PPE;pilet;33;1071,33;0;0;2026-4;Web;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Sõidukaardi Keskus OÜ;7474;Sõidukaardi Keskus OÜ;7474;PPE;pilet;-1;-33;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Mugav Maksekeskus OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;PP;pilet;-1;-13,1;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;13;71,2;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;2;103,1;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;21;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;7;131;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;3;16;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ Harjumaa;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;3;16;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Mugav Maksekeskus OÜ Harjumaa;Müügiruut OÜ;3574;Müügiruut OÜ;3574;E;pilet;1;62;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Mugav Maksekeskus OÜ Harjumaa;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;2;121;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ Harjumaa;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;EUR3D1;pilet;-1;-13,1;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Arvelduskeskus OÜ;1222;Arvelduskeskus OÜ;1222;PPE;pilet;113;1376,1;0;0;2026-4;Web;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Arvelduskeskus OÜ;1222;Arvelduskeskus OÜ;1222;PPE;pilet;-1;-33,2;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Sõidukaardi Keskus OÜ;7474;Sõidukaardi Keskus OÜ;7474;PP;pilet;-2;-16,13;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Mugav Maksekeskus OÜ Harjumaa;Kaardilahendus OÜ;9681;Kaardilahendus OÜ;9681;C;pilet;1;76;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
